SampleID Num_reads Num_R1 Num_R2 Num_Paired Num_MateMapped Num_Singletons Num_MateMappedDiffChr Coverage_depth
2021_10_I	2270142	1134517	1135625	1532166	2095912	40159	546808	2.54137
2021_41_O	3057316	1527946	1529370	2014466	2804168	55990	765830	2.73796
2021_42_O	3014482	1506773	1507709	2028738	2776036	48873	724148	2.85712
2021_44_O	3077856	1536981	1540875	1971414	2818636	62376	823260	2.66572
2021_45_N	2303154	1150742	1152412	1520624	2116080	47270	576018	2.49331
2021_45_O	3017045	1507632	1509413	2043544	2790392	53604	724734	2.82529
2021_6_H	2277665	1137972	1139693	1509470	2102870	41902	577146	2.48596
2021_6_I	2590244	1294479	1295765	1743772	2390170	46619	625706	2.63653
